sn,time,msg,server_model
05bf169ad0f9,2020/2/25 10:28, Memory #0x99 | Correctable ECC | Asserted,SM103
05bf169ad0f9,2020/2/25 10:28, Memory #0x99 | Correctable ECC | Asserted,SM103
05bf169ad0f9,2020/2/25 10:31, Memory #0x99 | Correctable ECC | Asserted,SM103
05bf169ad0f9,2020/2/25 10:52, Memory #0x99 | Correctable ECC | Asserted,SM103
05bf169ad0f9,2020/2/25 10:27, Memory #0x99 | Correctable ECC | Asserted,SM103
05bf169ad0f9,2020/2/25 10:30, Memory #0x99 | Correctable ECC | Asserted,SM103
05bf169ad0f9,2020/2/25 10:53, Memory #0x99 | Correctable ECC | Asserted,SM103
05bf169ad0f9,2020/2/25 10:30, Memory #0x99 | Correctable ECC | Asserted,SM103
05bf169ad0f9,2020/2/25 10:50, Memory #0x99 | Correctable ECC | Asserted,SM103
05bf169ad0f9,2020/2/25 10:32, Memory #0x99 | Correctable ECC | Asserted,SM103
05cc397e8d63,2020/2/27 8:11, Power Supply PSU0_Supply | Failure detected | Asserted,SM14
05ee961d9832,2020/10/28 3:20, Unknown CPU0 CATERR |  | Asserted,SM83
05ee961d9832,2020/10/28 3:20, Unknown CPU0 MCERR |  | Asserted,SM83
61391837747,2020/4/28 17:20, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted,SM23
61391837747,2020/4/28 16:41, Memory CPU1E0_DIMM_Stat | Correctable ECC | Asserted,SM23
062e38d099c8,2020/8/5 20:58, Memory #0xe2 | Uncorrectable ECC | Asserted,SM67
062e38d099c8,2020/8/5 20:53, Memory #0xe2 | Uncorrectable ECC | Asserted,SM67
062e38d099c8,2020/8/5 20:54, System Boot Initiated #0xe0 | Initiated by power up | Asserted,SM67
063cd0f3f495,2020/10/11 15:50, Memory #0xe2 | Uncorrectable ECC | Asserted,SM51
063cd0f3f495,2020/10/11 15:52, Unknown #0xc5 |  | Asserted,SM51
063cd0f3f495,2020/10/11 15:52, Memory #0xe2 | Uncorrectable ECC | Asserted,SM51
063cd0f3f495,2020/10/11 15:52, Processor CPU_CATERR | State Asserted | Asserted,SM51
0644b62e93bf,2020/10/4 9:23, Power Supply PSU0_Supply | Failure detected | Deasserted,SM14
0644b62e93bf,2020/10/4 9:24, Power Supply PSU0_Supply | Power Supply AC lost | Asserted,SM14
064d8eeeb721,2020/11/10 8:06, Processor #0xfa | Configuration Error | Asserted,SM16
064d8eeeb721,2020/11/10 8:48, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM16
064d8eeeb721,2020/11/10 8:49, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM16
064d8eeeb721,2020/11/10 8:49, System Event #0x10 | Timestamp Clock Sync | Asserted,SM16
064d8eeeb721,2020/11/10 8:06, Processor CPU_CATERR | State Asserted | Asserted,SM16
064d8eeeb721,2020/11/10 8:48, Processor CPU_CATERR | State Deasserted | Asserted,SM16
065e3aa51071,2020/8/9 12:06, Unknown #0x17 |  | Asserted,SM23
065e3aa51071,2020/8/9 12:07, Processor CPU_CATERR | State Asserted | Asserted,SM23
065f0f566fe3,2020/10/3 14:16, Processor CPU0_Status | IERR | Asserted,SM35
065f0f566fe3,2020/10/3 14:18, Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted,SM35
066a072db209,2020/2/25 16:59, Processor CPU_CATERR | State Asserted | Asserted,SM28
066a072db209,2020/2/25 17:17, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM28
066a072db209,2020/2/25 17:17, Processor CPU_CATERR | State Deasserted | Asserted,SM28
066a072db209,2020/2/25 17:19, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM28
066a072db209,2020/2/25 17:17, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM28
06a514b6a557,2020/5/26 3:41, Memory #0xf9 | Correctable ECC | Asserted,SM19
06b5763fc72b,2020/1/23 3:42, Processor CPU0_Status | Uncorrectable machine check exception | Deasserted,SM85
06b5763fc72b,2020/1/23 3:40, Processor CPU0_Status | Uncorrectable machine check exception | Asserted,SM85
06b5763fc72b,2020/1/23 3:47, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM85
06b5763fc72b,2020/1/23 3:45, Microcontroller #0x16 | Transition to Running | Asserted,SM85
06b5763fc72b,2020/1/23 3:47, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM85
06b5763fc72b,2020/1/23 3:41, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM85
06b5763fc72b,2020/1/23 3:45, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM85
06b5c0234366,2020/7/6 9:47, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted,SM28
06b5c0234366,2020/7/6 9:47, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted,SM28
06cbd32fa8d3,2020/7/16 13:57, Drive Slot / Bay HDD_R_28_Status | Drive Present | Asserted,SM53
06cbd32fa8d3,2020/7/16 13:56, Drive Slot / Bay HDD_L_3_Status | Drive Fault | Deasserted,SM53
06cbd32fa8d3,2020/7/16 13:56, Drive Slot / Bay HDD_L_3_Status | Drive Fault | Asserted,SM53
06cbd32fa8d3,2020/7/16 13:56, Drive Slot / Bay HDD_R_28_Status | Drive Present | Deasserted,SM53
06f877a440ec,2020/2/16 18:35, OEM CPU0 CATERR |  | Asserted,SM63
06f877a440ec,2020/2/16 18:35, OEM CPU0 MCERR |  | Asserted,SM63
0719ba704cac,2020/2/26 1:35, System Boot Initiated SysRestart | System Restart | Asserted,SM6
07206227d0cc,2020/5/22 3:31, System Event #0x10 | Timestamp Clock Sync | Asserted,SM19
07206227d0cc,2020/5/22 3:32, System Firmwares #0xe6 | Unrecoverable IDE device failure | Asserted,SM19
07206227d0cc,2020/5/22 3:32, OS Boot #0xe9 | boot completed - device not specified | Asserted,SM19
07206227d0cc,2020/5/22 3:31, System Event #0x10 | Timestamp Clock Sync | Asserted,SM19
07206227d0cc,2020/5/22 3:32, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM19
07354c31bce0,2020/7/30 5:52, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted,SM23
07354c31bce0,2020/7/30 5:53, Memory CPU0E1_DIMM_Stat | Correctable ECC | Asserted,SM23
0736dc397a4b,2020/9/4 19:48, Drive Slot / Bay HDD_L_9_Status | Drive Fault | Asserted,SM53
0736dc397a4b,2020/9/4 19:48, Drive Slot / Bay HDD_L_9_Status | Drive Fault | Deasserted,SM53
073dd3a2366b,2020/8/13 15:15, Processor CPU_CATERR | State Deasserted | Asserted,SM28
073dd3a2366b,2020/8/13 15:10, Processor CPU_CATERR | State Asserted | Asserted,SM28
073dd3a2366b,2020/8/13 15:15, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM28
073dd3a2366b,2020/8/13 15:21, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM28
073dd3a2366b,2020/8/13 15:15, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM28
076c32ce7f3c,2020/6/11 17:28, Drive Slot / Bay HDD_R_10_Status | Drive Fault | Deasserted,SM53
076c32ce7f3c,2020/6/11 17:27, Drive Slot / Bay HDD_R_10_Status | Drive Fault | Asserted,SM53
0774d4bc2033,2020/4/1 17:44, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted,SM23
0774d4bc2033,2020/4/1 11:03, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted,SM23
07a6764574d3,2020/8/9 21:39, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted,SM54
07a6764574d3,2020/8/9 14:54, Memory CPU0E0_DIMM_Stat | Correctable ECC | Asserted,SM54
07a92693b9fa,2020/11/12 12:04, Memory #0xe2 | Correctable ECC | Asserted,SM50
07a92693b9fa,2020/11/12 13:42, Memory #0xe2 | Correctable ECC | Asserted,SM50
07aca31e3c6a,2020/1/18 15:25, Unknown CPU0 MCERR |  | Asserted,SM83
07aca31e3c6a,2020/1/18 15:25, Unknown CPU0 CATERR |  | Asserted,SM83
07dbfe448d58,2020/4/28 4:04, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted,SM35
07dbfe448d58,2020/4/28 4:39, Memory CPU1F0_DIMM_Stat | Correctable ECC | Asserted,SM35
081aab69aa54,2020/8/15 14:10, Event Logging Disabled SEL_Status | Log area reset/cleared | Asserted,SM13
081cf524fd64,2020/5/23 9:15, Power Supply PS2_Status | Failure detected | Asserted,SM39
084df8cdbe98,2019/12/28 21:19, Memory #0xe2 | Correctable ECC | Asserted,SM68
085a2bdc74ef,2020/10/12 14:03, Memory Memory_Status | Correctable ECC | Asserted,SM100
085a2bdc74ef,2020/10/12 14:02, Memory Memory_Status | Correctable ECC | Asserted,SM100
085a2bdc74ef,2020/10/12 14:02, Memory Memory_Status | Correctable ECC | Asserted,SM100
085a2bdc74ef,2020/10/12 14:03, Memory Memory_Status | Correctable ECC | Asserted,SM100
085a2bdc74ef,2020/10/12 14:03, Memory Memory_Status | Correctable ECC | Asserted,SM100
085bb85412b8,2020/4/15 0:15, Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled,SM16
085bb85412b8,2020/4/15 0:15, Microcontroller BMC_Boot_Up | Device Enabled | Asserted,SM16
085bb85412b8,2020/4/15 0:16, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM16
085bb85412b8,2020/4/15 0:15, Power Supply PS2_Status | Presence detected | Asserted,SM16
085bb85412b8,2020/4/15 0:15, Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled | Asserted,SM16
085bb85412b8,2020/4/15 0:15, Power Supply PS1_Status | Presence detected | Asserted,SM16
0869943930b0,2020/4/1 11:49, Processor CPU0_Status | IERR | Asserted,SM35
0869943930b0,2020/4/1 11:51, Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted,SM35
0869943930b0,2020/4/1 11:49, Processor CPU1_Status | IERR | Asserted,SM35
0873e5c366db,2020/3/4 10:14, Power Supply PS2_Status | Failure detected | Asserted,SM19
88385871684,2020/4/17 14:16, Memory CPU0A0_DIMM_Stat | Memory Device Disabled | Asserted,SM35
08844131075f,2020/7/22 15:19, Event Logging Disabled SEL_Status | Log area reset/cleared | Asserted,SM16
08aa8b3f18e6,2020/8/8 6:42, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
08aa8b3f18e6,2020/8/8 6:41, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
08aa8b3f18e6,2020/8/8 8:36, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
08aa8b3f18e6,2020/8/8 6:28, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
08aa8b3f18e6,2020/8/8 11:16, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
08aa8b3f18e6,2020/8/8 6:43, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
08aa8b3f18e6,2020/8/8 7:04, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
08aa8b3f18e6,2020/8/8 2:16, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
08aa8b3f18e6,2020/8/8 5:10, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
08aa8b3f18e6,2020/8/8 6:00, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
08aa8b3f18e6,2020/8/8 10:15, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
08aa8b3f18e6,2020/8/8 6:45, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
08b9287f58ac,2020/5/4 10:32, Memory Memory_Status | Uncorrectable ECC | Asserted,SM99
08b9287f58ac,2020/5/4 10:31, Memory Memory_Status | Correctable ECC | Asserted,SM99
08b9287f58ac,2020/5/4 10:37, Memory Memory_Status | Correctable ECC | Asserted,SM99
08b9287f58ac,2020/5/4 10:37, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM99
08bc5fb82a43,2020/3/6 20:14, Memory #0xf9 | Correctable ECC | Asserted,SM19
08ca717b88d8,2020/7/13 7:30, Memory #0xe2 | Correctable ECC | Asserted,SM68
08cc73b554a6,2020/5/15 14:27, Memory #0x96 | Correctable ECC | Asserted,SM103
08cc73b554a6,2020/5/15 1:27, Memory #0x96 | Correctable ECC | Asserted,SM103
08d06b941849,2020/7/23 5:22, Unknown CPU0 CATERR |  | Deasserted,SM63
08d06b941849,2020/7/23 5:25, System Event #0xff | Timestamp Clock Sync | Asserted,SM63
08d06b941849,2020/7/23 5:22, Power Unit Pwr Unit Status | Power off/down | Asserted,SM63
08d06b941849,2020/7/23 5:18, Unknown CPU0 CATERR |  | Asserted,SM63
08d06b941849,2020/7/23 5:45, System Event #0xff | Timestamp Clock Sync | Asserted,SM63
08d06b941849,2020/7/23 5:25, Power Unit Pwr Unit Status | Power off/down | Deasserted,SM63
08d06b941849,2020/7/23 5:22, Unknown CPU0 MCERR |  | Deasserted,SM63
08d06b941849,2020/7/23 5:45, System Boot Initiated | Initiated by power up | Asserted,SM63
08d06b941849,2020/7/23 5:18, Unknown CPU0 MCERR |  | Asserted,SM63
08f7f3a296ef,2020/8/13 13:28, Processor CPU0_Status | Uncorrectable machine check exception | Asserted,SM40
08f7f3a296ef,2020/8/13 13:35, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM40
08f7f3a296ef,2020/8/13 13:28, Processor CPU1_Status | Uncorrectable machine check exception | Asserted,SM40
08f7f3a296ef,2020/8/13 13:35, Processor CPU0_Status | Configuration Error | Asserted,SM40
08f7f3a296ef,2020/8/13 13:28, Processor CPU1_Status | Configuration Error | Asserted,SM40
09242393503c,2020/4/30 2:29, Unknown #0x17 |  | Asserted,SM23
09242393503c,2020/4/30 2:29, Processor CPU_CATERR | State Asserted | Asserted,SM23
0931894ee674,2020/5/13 2:06, Memory MEM_CHG0_Status | Correctable ECC | Asserted,SM13
093f409fdfd8,2020/8/6 1:40, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM16
093f409fdfd8,2020/8/6 1:36, Memory #0xf9 | Uncorrectable ECC | Asserted,SM16
09504d5c7e22,2020/10/6 17:16, Memory #0xfd | Uncorrectable ECC | Asserted,SM16
09504d5c7e22,2020/10/6 17:15, System Event #0x10 | Timestamp Clock Sync | Asserted,SM16
09504d5c7e22,2020/10/6 17:16, OS Boot #0xe9 | boot completed - device not specified | Asserted,SM16
09504d5c7e22,2020/10/6 17:16, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM16
09504d5c7e22,2020/10/6 17:10, Event Logging Disabled SEL_Status | Log area reset/cleared | Asserted,SM16
09504d5c7e22,2020/10/6 17:16, Memory #0xfd | Correctable ECC | Asserted,SM16
09504d5c7e22,2020/9/28 18:11, Memory #0xf9 | Correctable ECC | Asserted,SM16
09504d5c7e22,2020/9/28 18:33, Memory #0xf9 | Correctable ECC | Asserted,SM16
095889bbb824,2020/1/10 8:33, Processor CPU_CATERR | State Asserted | Asserted,SM23
09741c05a224,2020/1/6 0:05, Power Supply PS1_Status | Power Supply AC lost | Asserted,SM95
09741c05a224,2020/1/6 0:05, Power Supply PS1_Status | Power Supply AC lost | Asserted,SM95
09741c05a224,2020/1/6 0:05, Power Supply PS1_Status | Predictive failure | Asserted,SM95
09741c05a224,2020/1/6 0:05, Power Supply PSU Redundancy | Redundancy Lost | Asserted,SM95
098095ad829c,2020/1/14 11:26, System Boot Initiated SysRestart | System Restart | Asserted,SM6
098095ad829c,2020/1/14 11:24, System Boot Initiated SysRestart | System Restart | Asserted,SM6
09a8fde2d48f,2020/11/23 14:52, Memory DIMM030 | Correctable ECC logging limit reached | Asserted,SM6
09aed4b0f341,2020/3/18 7:38, OS Boot #0xe0 | boot completed - device not specified | Asserted,SM49
09aed4b0f341,2020/3/18 7:36, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted,SM49
09b3a4cde086,2020/9/23 0:19, Processor CPU_CATERR | State Asserted | Asserted,SM23
09d2aa59499a,2020/10/26 6:06, Processor CPU0_Status | IERR | Asserted,SM35
09e7ed7b6f21,2020/5/20 22:32, Processor #0xfa | Configuration Error | Asserted,SM16
09edb36d2f69,2020/8/2 8:25, Processor CPU_CATERR | State Asserted | Asserted,SM49
09f7138a177c,2020/2/21 16:39, OS Boot #0xe0 | boot completed - device not specified | Asserted,SM51
09f7138a177c,2020/2/21 16:32, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted,SM51
09fdcfdd146e,2020/9/13 19:54, Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled,SM68
09fdcfdd146e,2020/9/13 19:54, Microcontroller/Coprocessor BMC_Boot_Up | Device Enabled | Asserted,SM68
09fdcfdd146e,2020/9/13 19:54, Power Supply PS2_Status | Presence detected | Asserted,SM68
09fdcfdd146e,2020/9/13 19:54, Processor CPU0_Status | Presence detected | Asserted,SM68
09fdcfdd146e,2020/9/13 19:54, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM68
09fdcfdd146e,2020/9/13 19:54, Processor CPU1_Status | Presence detected | Asserted,SM68
09fdcfdd146e,2020/9/13 19:54, Microcontroller BMC_Boot_Up | Device Enabled | Asserted,SM68
09fdcfdd146e,2020/9/13 19:54, Power Supply PS1_Status | Presence detected | Asserted,SM68
0a11812722bf,2020/7/3 20:36, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted,SM35
0a11812722bf,2020/7/3 13:04, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted,SM35
0a22eb18461b,2020/1/5 17:19, OS Boot #0xe9 | boot completed - device not specified | Asserted,SM16
0a22eb18461b,2020/1/5 17:19, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM16
0a48a3e82655,2020/8/3 5:37, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted,SM23
0a48a3e82655,2020/8/3 5:23, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted,SM23
0a49ceb0f4ad,2020/1/10 17:29, Memory #0xe2 | Correctable ECC | Asserted,SM68
0a9dd1d25c79,2020/1/28 12:04, Unknown Chassis_Control |  | Asserted,SM66
0a9dd1d25c79,2020/1/28 12:04, System Boot Initiated BIOS_Boot_UP | Initiated by power up | Asserted,SM66
0aa012104fae,2020/1/29 12:18, Memory #0xe2 | Correctable ECC | Asserted,SM49
0aa012104fae,2020/1/29 18:05, Memory #0xe2 | Correctable ECC | Asserted,SM49
0ab4b3b9918d,2020/10/13 11:25, Memory Memory_Status | Correctable ECC | Asserted,SM29
0ab4b3b9918d,2020/10/13 11:33, Memory Memory_Status | Correctable ECC | Asserted,SM29
0abf2f25f03e,2020/5/19 5:56, OEM record c2 | 001c4c | 000010008911,SM100
0abf2f25f03e,2020/5/19 5:56, Processor CPU_Core_Error | Correctable machine check error | Asserted,SM100
0abf2f25f03e,2020/5/19 5:56, Processor CPU_Core_Error |  | Asserted,SM100
0adba47c5c57,2020/7/11 15:44, Processor CPU0_Status | IERR | Deasserted,SM36
0adba47c5c57,2020/7/11 15:41, Processor CPU0_Status | IERR | Asserted,SM36
0adba47c5c57,2020/3/17 15:13, Processor CPU0_Status | Configuration Error | Asserted,SM36
0adba47c5c57,2020/7/11 15:41, Processor CPU1_Status | Uncorrectable machine check exception | Deasserted,SM36
0adba47c5c57,2020/7/11 15:41, Processor CPU1_Status | IERR | Asserted,SM36
0adba47c5c57,2020/7/11 15:44, Processor CPU1_Status | IERR | Deasserted,SM36
0adba47c5c57,2020/7/11 15:39, Processor CPU0_Status | Uncorrectable machine check exception | Asserted,SM36
0adba47c5c57,2020/7/11 15:44, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM36
0adba47c5c57,2020/7/11 15:41, Processor CPU0_Status | Uncorrectable machine check exception | Deasserted,SM36
0adba47c5c57,2020/7/11 15:39, Processor CPU1_Status | Uncorrectable machine check exception | Asserted,SM36
0adba47c5c57,2020/7/11 15:45, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM36
0adba47c5c57,2020/7/11 15:44, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM36
0ae8cc476ba7,2020/4/20 14:43, Memory #0x98 | Correctable ECC | Asserted,SM103
0af59687f620,2020/10/15 11:39, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM17
0af59687f620,2020/10/15 11:38, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM17
0af59687f620,2020/10/15 11:39, OS Boot #0xe9 | boot completed - device not specified | Asserted,SM17
0af59687f620,2020/10/15 11:39, System Event #0x10 | Timestamp Clock Sync | Asserted,SM17
0af59687f620,2020/10/15 11:37, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM17
0af59687f620,2020/10/15 11:38, System Event #0x10 | Timestamp Clock Sync | Asserted,SM17
0af5e879f91f,2020/2/24 15:06, Unknown CPU0 CATERR |  | Asserted,SM83
0af5e879f91f,2020/2/24 15:06, Unknown CPU0 MCERR |  | Asserted,SM83
0b033c73d814,2020/5/12 22:07, Memory CPU1B0_DIMM_Stat | Memory Device Disabled | Asserted,SM35
0b033c73d814,2020/5/12 22:07, Memory CPU1B0_DIMM_Stat | Memory Device Disabled | Asserted,SM35
0b19f3914334,2020/3/31 18:55, System Boot Initiated System Restart | System Restart | Asserted,SM13
0b19f3914334,2020/3/31 18:54, Critical Interrupt PCIE | Bus Uncorrectable error | Asserted,SM13
0b19f3914334,2020/3/31 19:03, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted,SM13
0b46cbba1e14,2020/11/11 22:12, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted,SM35
0b46cbba1e14,2020/11/11 22:33, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted,SM35
0b4a2f90d6ab,2020/5/29 3:22, Processor CPU0_Status | IERR | Deasserted,SM35
0b4a2f90d6ab,2020/5/29 3:22, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM35
0b4a2f90d6ab,2020/5/29 3:23, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM35
0b4a2f90d6ab,2020/5/29 3:28, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM35
0b576910d138,2020/5/6 10:53, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted,SM23
0b69bd01a38f,2020/6/16 5:09, Memory #0xe2 | Uncorrectable ECC | Asserted,SM51
0b69bd01a38f,2020/6/16 5:09, Unknown #0xc5 |  | Asserted,SM51
0b69bd01a38f,2020/6/16 5:09, Processor CPU_CATERR | State Asserted | Asserted,SM51
0b69bd01a38f,2020/6/16 5:08, Memory #0xe2 | Uncorrectable ECC | Asserted,SM51
0b6a44d9d25e,2020/7/23 7:54, Memory | Correctable ECC | Asserted | CPU 1 DIMM 8,SM12
0b6a44d9d25e,2020/7/23 7:54, Memory | Correctable ECC (@DIMM4A(CPU2)) | Asserted,SM12
0b6a44d9d25e,2020/7/23 7:53, Memory | Correctable ECC (@DIMM4A(CPU2)) | Asserted,SM12
0b6a44d9d25e,2020/7/23 7:53, Memory | Correctable ECC | Asserted | CPU 1 DIMM 8,SM12
0b6a44d9d25e,2020/7/23 7:55, Memory | Correctable ECC | Asserted | CPU 1 DIMM 8,SM12
